# City name -> IANA time zone, sorted by name for binary search.
# Generated by scripts/cities.py from GeoNames cities15000 (https://www.geonames.org),
# licensed under CC BY 4.0. Do not edit by hand.
dolisie	Africa/Brazzaville
dollard des ormeaux	America/Toronto
dolny kubin	Europe/Bratislava
dolný kubín	Europe/Bratislava
dolo	Africa/Addis_Ababa
dologon	Asia/Manila
dolores	America/Argentina/Buenos_Aires
dolores hidalgo	America/Mexico_City
dolton	America/Chicago
dolyna	Europe/Kyiv
dolynska	Europe/Kyiv
dom eliseu	America/Belem
dom feliciano	America/Sao_Paulo
dom pedrito	America/Sao_Paulo
dom pedro	America/Fortaleza
doma	Africa/Lagos
domaa ahenkro	Africa/Accra
domalanoan	Asia/Manila
domas	Asia/Damascus
dombe grande	Africa/Luanda
dombibali	Asia/Kolkata
dombivali	Asia/Kolkata
dombivli	Asia/Kolkata
dombovar	Europe/Budapest
dombóvár	Europe/Budapest
domchanch	Asia/Kolkata
domchānch	Asia/Kolkata
domingos martins	America/Sao_Paulo
domodedovo	Europe/Moscow
domodossola	Europe/Rome
domont	Europe/Paris
dompu	Asia/Makassar
don antonio	America/Mexico_City
don benito	Europe/Madrid
don carlos	Asia/Manila
don torcuato	America/Argentina/Buenos_Aires
don umbalne rostov	Europe/Moscow
don valley village	America/Toronto
donaatit	Europe/Kyiv
donaghmede	Europe/Dublin
donaueschingen	Europe/Berlin
donaustadt	Europe/Vienna
donauwoerth	Europe/Berlin
donauwörth	Europe/Berlin
donbas city	Europe/Kyiv
donbas siti	Europe/Kyiv
doncaster	Europe/London
doncaster east	Australia/Melbourne
dondaguy rostov	Europe/Moscow
dondagy rostov	Europe/Moscow
dondaicha	Asia/Kolkata
dondo	Africa/Maputo
dondokhi rostov	Europe/Moscow
donec'k	Europe/Kyiv
donec'ke	Europe/Kyiv
donecheukeu	Europe/Kyiv
doneck	Europe/Kyiv
doneck osh	Europe/Kyiv
donecka	Europe/Kyiv
doneckas	Europe/Kyiv
donecko	Europe/Kyiv
donesk	Europe/Kyiv
donetk	Europe/Kyiv
donetsk	Europe/Kyiv
donetsk i ukraina	Europe/Kyiv
donetska	Europe/Kyiv
donetske	Europe/Kyiv
donetsuiku	Europe/Kyiv
donezk	Europe/Kyiv
dong bi fu li	Asia/Kolkata
dong guan	Asia/Shanghai
dong guan shi	Asia/Shanghai
dong gyeong	Asia/Tokyo
dong ha	Asia/Bangkok
dong jing	Asia/Tokyo
dong jing dou	Asia/Tokyo
dong sheng	Asia/Shanghai
dong sheng qu	Asia/Shanghai
dong wan shi	Asia/Shanghai
dong ying	Asia/Shanghai
dong ying shi	Asia/Shanghai
dongargarh	Asia/Kolkata
dongcheng	Asia/Shanghai
dongchuan	Asia/Shanghai
dongcun	Asia/Shanghai
dongdu	Asia/Shanghai
dongen	Europe/Amsterdam
dongfeng	Asia/Shanghai
donggang	Asia/Taipei
donggongon	Asia/Kuching
donggu'ana	Asia/Shanghai
dongguan	Asia/Shanghai
dongguan city	Asia/Shanghai
donghae city	Asia/Seoul
donghai	Asia/Shanghai
donghe	Asia/Shanghai
donghol sigon	Africa/Conakry
donghui	Asia/Shanghai
dongjia	Asia/Shanghai
dongjiang	Asia/Shanghai
dongkan	Asia/Shanghai
dongling	Asia/Shanghai
dongning	Asia/Shanghai
dongobesh	Africa/Dar_es_Salaam
dongola	Africa/Khartoum
dongsheng	Asia/Shanghai
dongsheng qu	Asia/Shanghai
dongta	Asia/Shanghai
dongtai	Asia/Shanghai
dongwen shehiri	Asia/Shanghai
dongwenquan	Asia/Shanghai
dongxi	Asia/Shanghai
dongxia	Asia/Shanghai
dongxing	Asia/Shanghai
dongyang	Asia/Shanghai
dongying	Asia/Shanghai
dongying city	Asia/Shanghai
dongzhen	Asia/Shanghai
doni rostov	Europe/Moscow
donieck	Europe/Kyiv
donietsk	Europe/Kyiv
donipuro	Europe/Kyiv
donipuropetoroushiku	Europe/Kyiv
donjeck	Europe/Kyiv
donna	America/Chicago
donostia / san sebastián	Europe/Madrid
donskoy	Europe/Moscow
donskoye	Europe/Moscow
donyn rostov	Europe/Moscow
doon edin	Europe/London
dooru verinag	Asia/Kolkata
doraha	Asia/Kolkata
doral	America/New_York
dorbod	Asia/Shanghai
dorcheh piaz	Asia/Tehran
dorcheh pīāz	Asia/Tehran
dorchester	America/New_York
dorchester heights	America/New_York
dordrecht	Europe/Amsterdam
doreen	Australia/Melbourne
doresuden	Europe/Berlin
dori	Africa/Ouagadougou
dorking	Europe/London
dormagen	Europe/Berlin
dormentes	America/Recife
dornakal	Asia/Kolkata
dornbirn	Europe/Vienna
dorogomilovo	Europe/Moscow
dorohoi	Europe/Bucharest
doropo	Africa/Abidjan
dorset park	America/Toronto
dorsten	Europe/Berlin
dorstfeld	Europe/Berlin
dortamunda	Europe/Berlin
dortmund	Europe/Berlin
dortmundas	Europe/Berlin
dortmunde	Europe/Berlin
dortmundi	Europe/Berlin
dortmundo	Europe/Berlin
dorud	Asia/Tehran
dorutomunto	Europe/Berlin
dorval	America/Toronto
dorylaeum	Europe/Istanbul
dorāha	Asia/Kolkata
dorūd	Asia/Tehran
dos hermanas	Europe/Madrid
dosquebradas	America/Bogota
dosso	Africa/Niamey
dothan	America/Chicago
dotzheim	Europe/Berlin
dou bai lin	Europe/Dublin
dou ling	Europe/Rome
douai	Europe/Paris
douako	Africa/Conakry
douala	Africa/Douala
douane	Africa/Tunis
douar hicher	Africa/Tunis
douar tindja	Africa/Tunis
douar toulal	Africa/Casablanca
douara	Africa/Douala
douarnenez	Europe/Paris
doubayi	Asia/Dubai
doublino	Europe/Dublin
douchanbe	Asia/Dushanbe
douentza	Africa/Bamako
douera	Africa/Algiers
dougabougou	Africa/Bamako
douglas	Europe/Dublin
douglasville	America/New_York
dougnane	Africa/Dakar
doukouya	Africa/Abidjan
doula	Africa/Douala
douliu	Asia/Taipei
dourados	America/Campo_Grande
dourango	America/Monterrey
dourbali	Africa/Ndjamena
dourugapuru	Asia/Kolkata
doushanbe	Asia/Dushanbe
douz	Africa/Tunis
douéra	Africa/Algiers
dover	Europe/London
dovercourt wallace emerson junction	America/Toronto
dovzhansk	Europe/Kyiv
dowlatabad	Asia/Tehran
dowlatābād	Asia/Tehran
dowleswaram	Asia/Kolkata
downers grove	America/Chicago
downey	America/Los_Angeles
downsview roding cfb	America/Toronto
downtown dc	America/New_York
downtown eastside	America/Vancouver
downtown halifax	America/Halifax
downtown vancouver	America/Vancouver
dowzdab	Asia/Tehran
doğubayazıt	Europe/Istanbul
do’stlik shahri	Asia/Samarkand
dpwq	Asia/Jakarta
dqr	Africa/Dakar
draa ben khedda	Africa/Algiers
draa el mizan	Africa/Algiers
dracena	America/Sao_Paulo
drachten	Europe/Amsterdam
dracut	America/New_York
dragasani	Europe/Bucharest
dragash	Europe/Belgrade
draguignan	Europe/Paris
drammen	Europe/Oslo
drancy	Europe/Paris
draper	America/Denver
draveil	Europe/Paris
drazdany	Europe/Berlin
drazgany	Europe/Berlin
drbn	Africa/Johannesburg
drean	Africa/Algiers
drehzdehn	Europe/Berlin
dreieich	Europe/Berlin
drensteinfurt	Europe/Berlin
dresadana	Europe/Berlin
dresadena	Europe/Berlin
dresda	Europe/Berlin
dresde	Europe/Berlin
dresden	Europe/Berlin
dresdena	Europe/Berlin
dresdenas	Europe/Berlin
dresdeno	Europe/Berlin
dresdn	Europe/Berlin
dreta de l'eixample	Europe/Madrid
dreux	Europe/Paris
drexel heights	America/Phoenix
drexel hill	America/New_York
drezda	Europe/Berlin
drezden	Europe/Berlin
drezdene	Europe/Berlin
drezdeni	Europe/Berlin
drezno	Europe/Berlin
drgapwr	Asia/Kolkata
driebergen rijsenburg	Europe/Amsterdam
driefontein	Africa/Johannesburg
driekoppies	Africa/Johannesburg
driouch	Africa/Casablanca
driyorejo	Asia/Jakarta
drjezdzany	Europe/Berlin
drmswq	Asia/Damascus
drobeta turnu severin	Europe/Bucharest
drochia	Europe/Chisinau
drogheda	Europe/Dublin
drohobych	Europe/Kyiv
droichead nua	Europe/Dublin
droitwich	Europe/London
dronfield	Europe/London
dronten	Europe/Amsterdam
droylsden	Europe/London
drozhzhino	Europe/Moscow
drsdn	Europe/Berlin
drummondville	America/Toronto
drunen	Europe/Amsterdam
druzhba	Asia/Samarkand
druzhkivka	Europe/Kyiv
drysdn	Europe/Berlin
drzdn	Europe/Berlin
drzetowo grabowo	Europe/Warsaw
dráma	Europe/Athens
drăgăşani	Europe/Bucharest
dschang	Africa/Douala
dschibuti	Africa/Djibouti
dschidda	Asia/Riyadh
dtrwyt	America/Detroit
du a la	Africa/Douala
du bai	Asia/Dubai
du ciu	Asia/Shanghai
du du ma	Africa/Dar_es_Salaam
du er jia bu er	Asia/Kolkata
du lan ge	America/Monterrey
du sai er duo fu	Europe/Berlin
du sburk	Europe/Berlin
du shang bie	Asia/Dushanbe
du xa la	Africa/Douala
du yi si bao	Europe/Berlin
du'ala	Africa/Douala
du'isaburga	Europe/Berlin
duaca	America/Caracas
duala	Africa/Douala
dualao	Africa/Douala
dualla	Africa/Douala
duarte	America/Los_Angeles
duayaw nkwanta	Africa/Accra
duba	Asia/Riyadh
duba'i	Asia/Dubai
dubae	Asia/Dubai
dubai	Asia/Dubai
dubai city	Asia/Dubai
dubai emiraat	Asia/Dubai
dubai festival city	Asia/Dubai
dubai international financial centre	Asia/Dubai
dubai internet city	Asia/Dubai
dubai investments park	Asia/Dubai
dubai marina	Asia/Dubai
dubai silicon oasis	Asia/Dubai
dubaija	Asia/Dubai
dubaj	Asia/Dubai
dubajo	Asia/Dubai
dubajus	Asia/Dubai
dubasari	Europe/Chisinau
dubay	Asia/Dubai
dubayy	Asia/Dubai
dubbo	Australia/Sydney
dube	Asia/Dubai
dubendorf	Europe/Zurich
dubi	Asia/Dubai
dublin	Europe/Dublin
dublin city	Europe/Dublin
dublina	Europe/Dublin
dublinas	Europe/Dublin
dublini	Europe/Dublin
dublino	Europe/Dublin
dublinu	Europe/Dublin
dubna	Europe/Moscow
dubnica nad vahom	Europe/Bratislava
dubnica nad váhom	Europe/Bratislava
dubno	Europe/Kyiv
dubovka	Europe/Volgograd
dubrajpur	Asia/Kolkata
dubravka	Europe/Bratislava
dubreka	Africa/Conakry
dubrovnik	Europe/Zagreb
dubréka	Africa/Conakry
dubrājpur	Asia/Kolkata
dubti	Africa/Addis_Ababa
dubuque	America/Chicago
dubăsari	Europe/Chisinau
ducheng	Asia/Shanghai
ducos	America/Martinique
dudelange	Europe/Luxembourg
duderstadt	Europe/Berlin
dudinka	Asia/Krasnoyarsk
dudley	Europe/London
dueblin	Europe/Dublin
duekoue	Africa/Abidjan
duekoué	Africa/Abidjan
duelmen	Europe/Berlin
dueoerpm	Europe/Berlin
dueren	Europe/Berlin
duesseldoerp	Europe/Berlin
duesseldorf	Europe/Berlin
duesseldorf pempelfort	Europe/Berlin
duessldorf	Europe/Berlin
duezce	Europe/Istanbul
duffel	Europe/Brussels
dugda	Asia/Kolkata
dugulubgey	Europe/Moscow
duisboerj	Europe/Berlin
duisborg	Europe/Berlin
duisbourg	Europe/Berlin
duisburch	Europe/Berlin
duisburg	Europe/Berlin
duisburg and hamborn	Europe/Berlin
duisburg hamborn	Europe/Berlin
duisburgas	Europe/Berlin
duisburgi	Europe/Berlin
duisburgo	Europe/Berlin
duitama	America/Bogota
duiven	Europe/Amsterdam
duiwelskloof	Africa/Johannesburg
duizburg	Europe/Berlin
dujsburg	Europe/Berlin
duke city	America/Denver
duke de kashijas	America/Sao_Paulo
duke de kasijasas	America/Sao_Paulo
duki ci ka cheiy s	America/Sao_Paulo
duki di kashias	America/Sao_Paulo
duki di kasias	America/Sao_Paulo
dukijikasiaseu	America/Sao_Paulo
dukinfield	Europe/London
dukku	Africa/Lagos
dukli	Asia/Kolkata
dukuhturi	Asia/Jakarta
dukuria	Asia/Dhaka
dukuye de kaksa'iyasa	America/Sao_Paulo
dulang go	America/Monterrey
dulce nombre de culmi	America/Tegucigalpa
dulce nombre de culmí	America/Tegucigalpa
dulenn	Europe/Dublin
duleugapuleu	Asia/Kolkata
duliajan	Asia/Kolkata
duliajan oil town	Asia/Kolkata
dullewala	Asia/Karachi
dulsberg	Europe/Berlin
duluth	America/Chicago
dulyn	Europe/Dublin
dum duma	Asia/Kolkata
duma	Asia/Damascus
dumaguete	Asia/Manila
dumai	Asia/Jakarta
dumas	America/Chicago
dumbarton	Europe/London
dumbea	Pacific/Noumea
dumbéa	Pacific/Noumea
dumfries	Europe/London
dumila	Africa/Dar_es_Salaam
dumjor	Asia/Kolkata
dumka	Asia/Kolkata
dumont	America/New_York
dumra	Asia/Kolkata
dumraon	Asia/Kolkata
dumyat al jadidah	Africa/Cairo
dumyāţ al jadīdah	Africa/Cairo
dun eideann	Europe/London
dun he pan luo si tuo fu	Europe/Moscow
dun laoghaire	Europe/Dublin
dun nie ci ke	Europe/Kyiv
dun'in	Asia/Shanghai
dunaharaszti	Europe/Budapest
dunaj	Europe/Vienna
dunajska streda	Europe/Bratislava
dunajská streda	Europe/Bratislava
dunakeszi	Europe/Budapest
dunaujvaros	Europe/Budapest
dunayivtsi	Europe/Kyiv
dunaújváros	Europe/Budapest
dunbage	Asia/Urumqi
dunbar southlands	America/Vancouver
duncan	America/Chicago
duncanville	America/Chicago
duncraig	Australia/Perth
dundalk	America/New_York
dundee	Europe/London
dundo	Africa/Luanda
dunedin	Pacific/Auckland
dunfermline	Europe/London
dung gwan si	Asia/Shanghai
dung ing si	Asia/Shanghai
dung oi	Asia/Shanghai
dunga bunga	Asia/Karachi
dungarpur	Asia/Kolkata
dungjing	Asia/Shanghai
dungu	Africa/Kinshasa
dunguan	Asia/Shanghai
dunguan'	Asia/Shanghai
dungun	Asia/Kuala_Lumpur
dunhao	Asia/Shanghai
dunhou	Asia/Shanghai
dunhua	Asia/Shanghai
dunhuang	Asia/Shanghai
dunkirk	Europe/Paris
dunkwa	Africa/Accra
dunshehn	Asia/Shanghai
dunshen	Asia/Shanghai
dunstable	Europe/London
dunuin	Asia/Shanghai
dunwoody	America/New_York
dunyapur	Asia/Karachi
duo duo ma	Africa/Dar_es_Salaam
duo lun duo	America/Toronto
duo te meng de	Europe/Berlin
duoba	Asia/Shanghai
duobao	Asia/Shanghai
duong chau	Asia/Shanghai
duong giang	Asia/Shanghai
duong minh chau	Asia/Ho_Chi_Minh
duong noi	Asia/Bangkok
duong tuyen	Asia/Shanghai
dupax del norte	Asia/Manila
dupax del sur	Asia/Manila
dupnitsa	Europe/Sofia
dupont circle	America/New_York
duque de caxias	America/Sao_Paulo
dura	Asia/Hebron
durame	Africa/Addis_Ababa
duramē	Africa/Addis_Ababa
durangas	America/Monterrey
durango	America/Monterrey
durango city	America/Monterrey
durant	America/Chicago
durazno	America/Montevideo
durban	Africa/Johannesburg
durbana	Africa/Johannesburg
durbanas	Africa/Johannesburg
durbani	Africa/Johannesburg
durbano	Africa/Johannesburg
durbanum	Africa/Johannesburg
durbanville	Africa/Johannesburg
dure	Asia/Urumqi
durg	Asia/Kolkata
durgapur	Asia/Kolkata
durgapura	Asia/Kolkata
durgāpur	Asia/Kolkata
durham	America/New_York
durian tunggal	Asia/Kuala_Lumpur
durlesti	Europe/Chisinau
durleşti	Europe/Chisinau
durres	Europe/Tirane
durrës	Europe/Tirane
dursh khela	Asia/Karachi
dursunbey	Europe/Istanbul
dus se ld xrf	Europe/Berlin
dusanbe	Asia/Dushanbe
dusanbeo	Asia/Dushanbe
duschanbe	Asia/Dushanbe
duseladarapha	Europe/Berlin
duseldorfo	Europe/Berlin
dushambe	Asia/Dushanbe
dushan	Asia/Shanghai
dushanbe	Asia/Dushanbe
dushi	Asia/Shanghai
dusit	Asia/Bangkok
dusjanbe	Asia/Dushanbe
dusseldoerp	Europe/Berlin
dusseldorf	Europe/Berlin
dusseldorpium	Europe/Berlin
dusyanbe	Asia/Dushanbe
duszanbe	Asia/Dushanbe
dutse	Africa/Lagos
dutsen wai	Africa/Lagos
duusboerg	Europe/Berlin
duvernay	America/Toronto
duwala	Africa/Douala
duxbury	America/New_York
duy phuong	Asia/Shanghai
duyala	Africa/Douala
duyen hai	Asia/Ho_Chi_Minh
duysburg	Europe/Berlin
duyun	Asia/Shanghai
duyên hải	Asia/Ho_Chi_Minh
duzdab	Asia/Tehran
duzdap	Asia/Tehran
duzhou	Asia/Shanghai
dvur kralove nad labem	Europe/Prague
dvůr králové nad labem	Europe/Prague
dwala	Africa/Douala
dwarka	Asia/Kolkata
dwarsloop	Africa/Johannesburg
dwblyn	Europe/Dublin
dwbyy	Asia/Dubai
dwdwma	Africa/Dar_es_Salaam
dwdwmh	Africa/Dar_es_Salaam
dwiseldoleupeu	Europe/Berlin
dwiseubuleukeu	Europe/Berlin
dwky dy kashys ryw dw zhanyrw	America/Sao_Paulo
dwmbywly	Asia/Kolkata
dwnghqwan	Asia/Shanghai
dwngwan	Asia/Shanghai
dwntsk	Europe/Kyiv
dwnytsk	Europe/Kyiv
dwnzq	Europe/Kyiv
dwq dy kaksyas	America/Sao_Paulo
dwrangw dwrangw	America/Monterrey
dwrban	Africa/Johannesburg
dwrgapwr	Asia/Kolkata
dwrngw	America/Monterrey
dwrtmwnd	Europe/Berlin
dwshnbh	Asia/Dushanbe
dwsldwrf	Europe/Berlin
dwsnbh	Asia/Dushanbe
dwysbwrg	Europe/Berlin
dwysbwrgh	Europe/Berlin
dwārka	Asia/Kolkata
dyane	Asia/Kolkata
dyar bkr	Europe/Istanbul
dyarbkr	Europe/Istanbul
dyat'kovo	Europe/Moscow
dyat’kovo	Europe/Moscow
dyer	America/Chicago
dyersburg	America/Chicago
dyflinn	Europe/Dublin
dyghw	Asia/Seoul
dyjarbakyr	Europe/Istanbul
dyker heights	America/New_York
dylhy	Asia/Kolkata
dyrban	Africa/Johannesburg
dysbwrg	Europe/Berlin
dysldwrp	Europe/Berlin
dysselsdorp	Africa/Johannesburg
dytrwyt	America/Detroit
dyurtyuli	Asia/Yekaterinburg
dyuseladorpha	Europe/Berlin
dyuseldorf	Europe/Berlin
dyushambe	Asia/Dushanbe
dyyang	Asia/Shanghai
dyzeldorfi	Europe/Berlin
dyzhww	Asia/Shanghai
dyāne	Asia/Kolkata
dzabalpur	Asia/Kolkata
dzabalpuras	Asia/Kolkata
dzaipur	Asia/Kolkata
dzaipuras	Asia/Kolkata
dzajpur	Asia/Kolkata
dzajpura	Asia/Kolkata
dzakarta	Asia/Jakarta
dzalalpur pirwala	Asia/Karachi
dzalandar	Asia/Kolkata
dzalandhar	Asia/Kolkata
dzalandhara	Asia/Kolkata
dzalandharas	Asia/Kolkata
dzammu	Asia/Kolkata
dzamnagar	Asia/Kolkata
dzamnagara	Asia/Kolkata
dzamnagaras	Asia/Kolkata
dzamsedpur	Asia/Kolkata
dzamsedpura	Asia/Kolkata
dzamsedpuras	Asia/Kolkata
dzamshedpur	Asia/Kolkata
dzamu	Asia/Kolkata
dzangdzou	Asia/Shanghai
dzaocing	Asia/Shanghai
dzaoudzi	Indian/Mayotte
dzchang sadaras	Asia/Karachi
dzeda	Asia/Riyadh
dzedda	Asia/Riyadh
dzeksonvil	America/New_York
dzeksonvila	America/New_York
dzeksonvilis	America/New_York
dzendzou	Asia/Shanghai
dzengdzou	Asia/Shanghai
dzengdzov	Asia/Shanghai
dzenova	Europe/Rome
dzerzhinsk	Europe/Moscow
dzerzhinskiy	Europe/Moscow
dzerzhinsky	Europe/Moscow
dzhabalpur	Asia/Kolkata
dzhajmau	Asia/Kolkata
dzhajpur	Asia/Kolkata
dzhakarta	Asia/Jakarta
dzhakartae	Asia/Jakarta
dzhaksnvil	America/New_York
dzhalalpur piruala	Asia/Karachi
dzhalandkhar	Asia/Kolkata
dzhambi	Asia/Jakarta
dzhammu	Asia/Kolkata
dzhamnagar	Asia/Kolkata
dzhamnagarom	Asia/Kolkata
dzhamshedpur	Asia/Kolkata
dzhamshehdpur	Asia/Kolkata
dzhamu	Asia/Kolkata
dzhandzhou	Asia/Shanghai
dzhandzjakou	Asia/Shanghai
dzhang sadar	Asia/Karachi
dzhang sadara	Asia/Karachi
dzhanie	Asia/Shanghai
dzhankoy	Europe/Simferopol
dzhehksanvil	America/New_York
dzhehksonvill	America/New_York
dzheksonvill	America/New_York
dzhepara	Asia/Jakarta
dzhibuti	Africa/Djibouti
dzhida	Asia/Riyadh
dzhidda	Asia/Riyadh
dzhiddae	Asia/Riyadh
dzhiddat	Asia/Riyadh
dzhidde	Asia/Riyadh
dzhkhang sadr	Asia/Karachi
dzhodkhpur	Asia/Kolkata
dzhokhor bakhru	Asia/Kuala_Lumpur
dzhokhor baru	Asia/Kuala_Lumpur
dzhos	Africa/Lagos
dzhudzhou	Asia/Shanghai
dzhukhaj	Asia/Shanghai
dzhundzhou	Asia/Shanghai
dzhw	Asia/Shanghai
dzhybuci	Africa/Djibouti
dzhyda	Asia/Riyadh
dzialdowo	Europe/Warsaw
dziamusi	Asia/Shanghai
dziangmenas	Asia/Shanghai
dziasingas	Asia/Shanghai
działdowo	Europe/Warsaw
dzibuti	Africa/Djibouti
dzibutis	Africa/Djibouti
dzida	Asia/Riyadh
dzidd	Asia/Riyadh
dzidda	Asia/Riyadh
dzierzoniow	Europe/Warsaw
dzierżoniów	Europe/Warsaw
dzigongas	Asia/Shanghai
dzilin	Asia/Shanghai
dzilinas	Asia/Shanghai
dzinan	Asia/Shanghai
dzinanas	Asia/Shanghai
dzindzhou	Asia/Shanghai
dzindzou	Asia/Shanghai
dzining	Asia/Shanghai
dzinjou	Asia/Shanghai
dzjanmun	Asia/Shanghai
dzjasin	Asia/Shanghai
dzjibuty	Africa/Djibouti
dzjinana	Asia/Shanghai
dzjudzjan	Asia/Shanghai
dzjusel'dorf	Europe/Berlin
dzodhpur	Asia/Kolkata
dzodhpura	Asia/Kolkata
dzodhpuras	Asia/Kolkata
dzodpur	Asia/Kolkata
dzodze	Africa/Accra
dzohor baru	Asia/Kuala_Lumpur
dzokhor bakhru	Asia/Kuala_Lumpur
dzondzu	Asia/Seoul
dzos	Africa/Lagos
dzoukou	Asia/Shanghai
dzsabalpur	Asia/Kolkata
dzsaipur	Asia/Kolkata
dzsalandhar	Asia/Kolkata
dzsamnagar	Asia/Kolkata
dzsamsedpur	Asia/Kolkata
dzsibuti	Africa/Djibouti
dzsidda	Asia/Riyadh
dzsodhpur	Asia/Kolkata
dzsybwty	Africa/Djibouti
dzubo	Asia/Shanghai
dzudda	Asia/Riyadh
dzudzou	Asia/Shanghai
dzudzov	Asia/Shanghai
dzugun	Asia/Shanghai
dzukhaj	Asia/Shanghai
dzungshan	Asia/Shanghai
dzuni	Asia/Shanghai
dzuunharaa	Asia/Ulaanbaatar
dzuunmod	Asia/Ulaanbaatar
dzyarzhynsk	Europe/Minsk
dzüünharaa	Asia/Ulaanbaatar
décines charpieu	Europe/Paris
dédougou	Africa/Ouagadougou
déressia	Africa/Ndjamena
désarmes	America/Port-au-Prince
dêqên	Asia/Shanghai
dêrelûk devera nihêliya	Asia/Baghdad
döbeln	Europe/Berlin
döbling	Europe/Vienna
dörtyol	Europe/Istanbul
dúbravka	Europe/Bratislava
dún laoghaire	Europe/Dublin
dübendorf	Europe/Zurich
dülmen	Europe/Berlin
düren	Europe/Berlin
düsseldorf	Europe/Berlin
düsseldorf pempelfort	Europe/Berlin
düzce	Europe/Istanbul
dādri	Asia/Kolkata
dāhānu	Asia/Kolkata
dākor	Asia/Kolkata
dāmghān	Asia/Tehran
dāmnagar	Asia/Kolkata
dāpoli	Asia/Kolkata
dār as salām	Africa/Cairo
dār kulayb	Asia/Bahrain
dārayyā	Asia/Damascus
dārchulā	Asia/Kathmandu
dārjiling	Asia/Kolkata
dārwha	Asia/Kolkata
dārzciems	Europe/Riga
dārāb	Asia/Tehran
dārān	Asia/Tehran
dārāsuram	Asia/Kolkata
dāsna	Asia/Kolkata
dātāganj	Asia/Kolkata
dā‘il	Asia/Damascus
dąbrowa górnicza	Europe/Warsaw
dēra	Africa/Addis_Ababa
dębica	Europe/Warsaw
dęblin	Europe/Warsaw
děčín	Europe/Prague
dĩ an	Asia/Ho_Chi_Minh
dīdwāna	Asia/Kolkata
dīg	Asia/Kolkata
dīla	Africa/Addis_Ababa
dīndārpur	Asia/Kolkata
dīnhāta	Asia/Kolkata
dīnānagar	Asia/Kolkata
dīvāndarreh	Asia/Tehran
dīzīcheh	Asia/Tehran
dūmā	Asia/Damascus
dūngarpur	Asia/Kolkata
dūrā	Asia/Hebron
dương minh châu	Asia/Ho_Chi_Minh
dương nội	Asia/Bangkok
dại mỗ	Asia/Bangkok
dịch vọng	Asia/Bangkok
e chicago	America/Chicago
e er duo si shi	Asia/Shanghai
e ke la he ma cheng	America/Chicago
e mng chhi	Asia/Shanghai
e mu si ke	Asia/Omsk
e pitoli	Africa/Johannesburg
e zhou	Asia/Shanghai
e zhou shi	Asia/Shanghai
e'erguna	Asia/Shanghai
e'ville	Africa/Lubumbashi
e'zhou	Asia/Shanghai
e'zhou shi	Asia/Shanghai
ea drang	Asia/Ho_Chi_Minh
ea drăng	Asia/Ho_Chi_Minh
ea poc	Asia/Ho_Chi_Minh
ea pốc	Asia/Ho_Chi_Minh
ea t'ling	Asia/Ho_Chi_Minh
ea t’ling	Asia/Ho_Chi_Minh
eabhraig nuadh	America/New_York
eagan	America/Chicago
eagle foothills	America/Boise
eagle mountain	America/Denver
eagle pass	America/Chicago
eagle river	America/Anchorage
ealing common	Europe/London
earl shilton	Europe/London
earlsfield	Europe/London
earlwood	Australia/Sydney
easley	America/New_York
east amherst	America/New_York
east barnet	Europe/London
east boston	America/New_York
east brainerd	America/New_York
east brunswick	America/New_York
east chattanooga	America/New_York
east chicago	America/Chicago
east cleveland	America/New_York
east concord	America/New_York
east dereham	Europe/London
east elmhurst	America/New_York
east end danforth	America/Toronto
east flatbush	America/New_York
east florence	America/Chicago
east garfield park	America/Chicago
east grinstead	Europe/London
east gwillimbury	America/Toronto
east hampton	America/New_York
east harlem	America/New_York
east hartford	America/New_York
east hastings	America/Vancouver
east haven	America/New_York
east helsinki	Europe/Helsinki
east hemet	America/Los_Angeles
east hill meridian	America/Los_Angeles
east honolulu	Pacific/Honolulu
east independence	America/Chicago
east jerusalem	Asia/Hebron
east kilbride	Europe/London
east lake	America/New_York
east lake orient park	America/New_York
east lansing	America/Detroit
east london	Africa/Johannesburg
east longmeadow	America/New_York
east los angeles	America/Los_Angeles
east massapequa	America/New_York
east meadow	America/New_York
east millcreek	America/Denver
east molesey	Europe/London
east moline	America/Chicago
east mount airy	America/New_York
east naples	America/New_York
east new york	America/New_York
east northport	America/New_York
east norwalk	America/New_York
east orange	America/New_York
east palo alto	America/Los_Angeles
east patchogue	America/New_York
east pensacola heights	America/Chicago
east peoria	America/Chicago
east phoenix	America/Phoenix
east point	America/New_York
east providence	America/New_York
east rancho dominguez	America/Los_Angeles
east ridge	America/New_York
east riverdale	America/New_York
east saint louis	America/Chicago
east setauket	America/New_York
east tremont	America/New_York
east village	America/New_York
eastbourne	Europe/London
eastchester	America/New_York
easthampton	America/New_York
eastlake	America/New_York
eastleigh	Europe/London
eastmont	America/Los_Angeles
easton	America/New_York
eastpointe	America/Detroit
eastvale	America/Los_Angeles
eastwood	Europe/London
eau claire	America/Chicago
eaubonne	Europe/Paris
ebano	America/Mexico_City
ebara	Asia/Tokyo
ebbw vale	Europe/London
ebebiyin	Africa/Malabo
eberbach	Europe/Berlin
ebersbach an der fils	Europe/Berlin
eberswalde	Europe/Berlin
ebetsu	Asia/Tokyo
ebilassokro	Africa/Abidjan
ebina	Asia/Tokyo
ebino	Asia/Tokyo
ebisu	Asia/Tokyo
eblana	Europe/Dublin
ebloemfontein	Africa/Johannesburg
eboli	Europe/Rome
